Instance,Problematic,TYPE,PATH,Line
FUNCTION SPECIFIER public TYPE void NAME void NAME to source PARAMETER LIST string builder sb PARAMETER string builder sb TYPE string builder NAME string builder NAME sb BLOCK IF if attributes null attributes to source sb this new line sb CONDITION attributes null EXPR attributes null NAME attributes THEN attributes to source sb this new line sb BLOCK EXPR attributes to source sb CALL attributes to source sb NAME attributes to source NAME attributes NAME to source ARGUMENT LIST ARGUMENT EXPR sb NAME sb EXPR this new line sb CALL this new line sb NAME this new line NAME this NAME new line ARGUMENT LIST ARGUMENT EXPR sb NAME sb EXPR this trace modifiers this modifiers sb CALL this trace modifiers this modifiers sb NAME this trace modifiers NAME this NAME trace modifiers ARGUMENT LIST ARGUMENT EXPR this modifiers NAME this modifiers NAME this NAME modifiers ARGUMENT EXPR sb NAME sb EXPR this type to source sb CALL this type to source sb NAME this type to source NAME this NAME type NAME to source ARGUMENT LIST ARGUMENT EXPR sb NAME sb EXPR sb append CALL sb append NAME sb append NAME sb NAME append ARGUMENT LIST ARGUMENT EXPR EXPR this names get to source sb CALL this names get NAME this names get NAME this NAME names NAME get ARGUMENT LIST ARGUMENT EXPR CALL to source sb NAME to source ARGUMENT LIST ARGUMENT EXPR sb NAME sb COMMENT start block EXPR this new line sb CALL this new line sb NAME this new line NAME this NAME new line ARGUMENT LIST ARGUMENT EXPR sb NAME sb EXPR sb append CALL sb append NAME sb append NAME sb NAME append ARGUMENT LIST ARGUMENT EXPR IF if has getter sb append get CONDITION has getter EXPR has getter NAME has getter THEN sb append get BLOCK EXPR sb append get CALL sb append get NAME sb append NAME sb NAME append ARGUMENT LIST ARGUMENT EXPR get IF if has setter sb append set CONDITION has setter EXPR has setter NAME has setter THEN sb append set BLOCK EXPR sb append set CALL sb append set NAME sb append NAME sb NAME append ARGUMENT LIST ARGUMENT EXPR set EXPR sb append CALL sb append NAME sb append NAME sb NAME append ARGUMENT LIST ARGUMENT EXPR EXPR this new line sb CALL this new line sb NAME this new line NAME this NAME new line ARGUMENT LIST ARGUMENT EXPR sb NAME sb public NN void NN to TO source NN root ROOT source case source to string NN builder NN root ROOT builder compound builder string sb NN if IN attributes NNS null JJ attributes NNS to TO source NN root ROOT attributes case source to nmod to attributes source sb NN this DT new JJ line NN sb NN this DT trace NN modifiers NNS this DT modifiers NNS sb NN this DT type NN to TO source NN sb NN sb NN append IN root ROOT sb dep sb append this DT names NNS get VBP to TO source NN root ROOT source case source to sb NN start block root ROOT start dobj start block this DT new JJ line NN sb NN sb NN append IN root ROOT sb dep sb append if IN has VBZ getter RB root ROOT has advmod has getter sb NN append IN root ROOT sb dep sb append get VB if IN has VBZ setter NN root ROOT has dobj has setter sb NN append IN root ROOT sb dep sb append set NN sb NN append IN root ROOT sb dep sb append this DT new JJ line NN sb NN,1,B5,ArgoUML0.34/argouml-csharp/src/org/argouml/language/csharp/importer/csparser/members/InterfacePropertyNode.java,16
FUNCTION SPECIFIER public TYPE void NAME void NAME to source PARAMETER LIST string builder sb PARAMETER string builder sb TYPE string builder NAME string builder NAME sb BLOCK EXPR this new line sb CALL this new line sb NAME this new line NAME this NAME new line ARGUMENT LIST ARGUMENT EXPR sb NAME sb FOR for int i i ranges size i sb append case ranges get i to source sb sb append some ugly special casing due to case blocks having multiple stmts without braces if i ranges size is default case false statement block is has braces false statement block statements size indent this new line sb CONTROL int i i ranges size i INIT int i TYPE int NAME int NAME i INIT EXPR CONDITION i ranges size EXPR i ranges size NAME i CALL ranges size NAME ranges size NAME ranges NAME size ARGUMENT LIST INCR i EXPR i NAME i BLOCK EXPR sb append case CALL sb append case NAME sb append NAME sb NAME append ARGUMENT LIST ARGUMENT EXPR case EXPR ranges get i to source sb CALL ranges get i NAME ranges get NAME ranges NAME get ARGUMENT LIST ARGUMENT EXPR i NAME i CALL to source sb NAME to source ARGUMENT LIST ARGUMENT EXPR sb NAME sb EXPR sb append CALL sb append NAME sb append NAME sb NAME append ARGUMENT LIST ARGUMENT EXPR COMMENT some ugly special casing due to case blocks having multiple stmts without braces IF if i ranges size is default case false statement block is has braces false statement block statements size indent CONDITION i ranges size is default case false statement block is has braces false statement block statements size EXPR i ranges size is default case false statement block is has braces false statement block statements size NAME i CALL ranges size NAME ranges size NAME ranges NAME size ARGUMENT LIST NAME is default case CALL statement block is has braces NAME statement block is has braces NAME statement block NAME is has braces ARGUMENT LIST CALL statement block statements size NAME statement block statements size NAME statement block NAME statements NAME size ARGUMENT LIST THEN indent BLOCK EXPR indent NAME indent EXPR this new line sb CALL this new line sb NAME this new line NAME this NAME new line ARGUMENT LIST ARGUMENT EXPR sb NAME sb IF if is default case sb append default if statement block is has braces false statement block statements size indent this new line sb CONDITION is default case EXPR is default case NAME is default case THEN sb append default if statement block is has braces false statement block statements size indent this new line sb BLOCK EXPR sb append default CALL sb append default NAME sb append NAME sb NAME append ARGUMENT LIST ARGUMENT EXPR default IF if statement block is has braces false statement block statements size indent CONDITION statement block is has braces false statement block statements size EXPR statement block is has braces false statement block statements size CALL statement block is has braces NAME statement block is has braces NAME statement block NAME is has braces ARGUMENT LIST CALL statement block statements size NAME statement block statements size NAME statement block NAME statements NAME size ARGUMENT LIST THEN indent BLOCK EXPR indent NAME indent EXPR this new line sb CALL this new line sb NAME this new line NAME this NAME new line ARGUMENT LIST ARGUMENT EXPR sb NAME sb EXPR statement block to source sb CALL statement block to source sb NAME statement block to source NAME statement block NAME to source ARGUMENT LIST ARGUMENT EXPR sb NAME sb public NN void NN to TO source NN root ROOT source case source to string NN builder NN root ROOT builder compound builder string sb NN this DT new JJ line NN sb NN for IN int NN i LS i LS ranges NNS size NN root ROOT size compound size ranges i LS sb NN append IN root ROOT sb dep sb append case NN ranges NNS get VBP root ROOT get nsubj get ranges i LS to TO source NN root ROOT source case source to sb NN sb NN append IN root ROOT sb dep sb append some ugly special casing due to case blocks having multiple stmts without braces root ROOT blocks det casing some amod casing ugly amod casing special nsubj blocks casing amod casing due case case to nmod to due case xcomp blocks having amod stmts multiple dobj having stmts case braces without nmod without having braces if IN i LS ranges NNS size NN root ROOT size compound size ranges is VBZ default NN case NN root ROOT case cop case is compound case default false JJ statement NN block NN is VBZ has VBZ braces NNS root ROOT has compound block statement nsubj has block aux has is dobj has braces false JJ statement NN block NN statements NNS size NN root ROOT size compound size statement compound size block compound size statements indent JJ this DT new JJ line NN sb NN if IN is VBZ default NN case NN root ROOT case cop case is compound case default sb NN append IN root ROOT sb dep sb append default NN if IN statement NN block NN is VBZ has VBZ braces NNS root ROOT has compound block statement nsubj has block aux has is dobj has braces false JJ statement NN block NN statements NNS size NN root ROOT size compound size statement compound size block compound size statements indent JJ this DT new JJ line NN sb NN statement NN block NN to TO source NN root ROOT block compound block statement case source to nmod to block source sb NN,1,B5,ArgoUML0.34/argouml-csharp/src/org/argouml/language/csharp/importer/csparser/statements/CaseNode.java,21
FUNCTION ANNOTATION override NAME override SPECIFIER protected TYPE string NAME string NAME get instructions PARAMETER LIST int index PARAMETER int index TYPE int NAME int NAME index BLOCK RETURN return null EXPR null override NN protected VBN string NN get VB instructions NNS root ROOT get dobj get instructions int NN index NN return NN null JJ,1,B6,ArgoUML0.34/argouml/src/argouml-app/src/org/argouml/uml/diagram/ui/FigNodeModelElement.java,2597
FUNCTION ANNOTATION suppress warnings unchecked NAME suppress warnings ARGUMENT LIST ARGUMENT EXPR unchecked SPECIFIER public TYPE list NAME list NAME get debug info PARAMETER LIST BLOCK DECL STMT TYPE list NAME list NAME info INIT new array list EXPR new array list CALL array list NAME array list ARGUMENT LIST EXPR info add event listeners CALL info add event listeners NAME info add NAME info NAME add ARGUMENT LIST ARGUMENT EXPR event listeners FOR for iterator it elements registry entry set iterator it has next map entry entry map entry it next string item entry get key to string list model element node new debug node get debug description item info add model element node map property map map entry get value for iterator property iterator property map entry set iterator property iterator has next map entry property entry map entry property iterator next list property node new debug node property entry get key to string model element node add property node list listener list list property entry get value for iterator list it listener list iterator list it has next object listener list it next list listener node new debug node listener get class get name property node add listener node CONTROL iterator it elements registry entry set iterator it has next INIT iterator it elements registry entry set iterator TYPE iterator NAME iterator NAME it INIT elements registry entry set iterator EXPR elements registry entry set iterator CALL elements registry entry set NAME elements registry entry set NAME elements NAME registry NAME entry set ARGUMENT LIST CALL iterator NAME iterator ARGUMENT LIST CONDITION it has next EXPR it has next CALL it has next NAME it has next NAME it NAME has next ARGUMENT LIST INCR BLOCK DECL STMT TYPE map entry NAME map entry NAME map NAME entry NAME entry INIT map entry it next EXPR map entry it next NAME map entry NAME map NAME entry CALL it next NAME it next NAME it NAME next ARGUMENT LIST DECL STMT TYPE string NAME string NAME item INIT entry get key to string EXPR entry get key to string CALL entry get key NAME entry get key NAME entry NAME get key ARGUMENT LIST CALL to string NAME to string ARGUMENT LIST DECL STMT TYPE list NAME list NAME model element node INIT new debug node get debug description item EXPR new debug node get debug description item CALL new debug node get debug description item NAME new debug node ARGUMENT LIST ARGUMENT EXPR get debug description item CALL get debug description item NAME get debug description ARGUMENT LIST ARGUMENT EXPR item NAME item EXPR info add model element node CALL info add model element node NAME info add NAME info NAME add ARGUMENT LIST ARGUMENT EXPR model element node NAME model element node DECL STMT TYPE map NAME map NAME property map INIT map entry get value EXPR map entry get value NAME map CALL entry get value NAME entry get value NAME entry NAME get value ARGUMENT LIST FOR for iterator property iterator property map entry set iterator property iterator has next map entry property entry map entry property iterator next list property node new debug node property entry get key to string model element node add property node list listener list list property entry get value for iterator list it listener list iterator list it has next object listener list it next list listener node new debug node listener get class get name property node add listener node CONTROL iterator property iterator property map entry set iterator property iterator has next INIT iterator property iterator property map entry set iterator TYPE iterator NAME iterator NAME property iterator INIT property map entry set iterator EXPR property map entry set iterator CALL property map entry set NAME property map entry set NAME property map NAME entry set ARGUMENT LIST CALL iterator NAME iterator ARGUMENT LIST CONDITION property iterator has next EXPR property iterator has next CALL property iterator has next NAME property iterator has next NAME property iterator NAME has next ARGUMENT LIST INCR BLOCK DECL STMT TYPE map entry NAME map entry NAME map NAME entry NAME property entry INIT map entry property iterator next EXPR map entry property iterator next NAME map entry NAME map NAME entry CALL property iterator next NAME property iterator next NAME property iterator NAME next ARGUMENT LIST DECL STMT TYPE list NAME list NAME property node INIT new debug node property entry get key to string EXPR new debug node property entry get key to string CALL new debug node property entry get key to string NAME new debug node ARGUMENT LIST ARGUMENT EXPR property entry get key to string CALL property entry get key NAME property entry get key NAME property entry NAME get key ARGUMENT LIST CALL to string NAME to string ARGUMENT LIST EXPR model element node add property node CALL model element node add property node NAME model element node add NAME model element node NAME add ARGUMENT LIST ARGUMENT EXPR property node NAME property node DECL STMT TYPE list NAME list NAME listener list INIT list property entry get value EXPR list property entry get value NAME list CALL property entry get value NAME property entry get value NAME property entry NAME get value ARGUMENT LIST FOR for iterator list it listener list iterator list it has next object listener list it next list listener node new debug node listener get class get name property node add listener node CONTROL iterator list it listener list iterator list it has next INIT iterator list it listener list iterator TYPE iterator NAME iterator NAME list it INIT listener list iterator EXPR listener list iterator CALL listener list iterator NAME listener list iterator NAME listener list NAME iterator ARGUMENT LIST CONDITION list it has next EXPR list it has next CALL list it has next NAME list it has next NAME list it NAME has next ARGUMENT LIST INCR BLOCK DECL STMT TYPE object NAME object NAME listener INIT list it next EXPR list it next CALL list it next NAME list it next NAME list it NAME next ARGUMENT LIST DECL STMT TYPE list NAME list NAME listener node INIT new debug node listener get class get name EXPR new debug node listener get class get name CALL new debug node listener get class get name NAME new debug node ARGUMENT LIST ARGUMENT EXPR listener get class get name CALL listener get class NAME listener get class NAME listener NAME get class ARGUMENT LIST CALL get name NAME get name ARGUMENT LIST EXPR property node add listener node CALL property node add listener node NAME property node add NAME property node NAME add ARGUMENT LIST ARGUMENT EXPR listener node NAME listener node RETURN return info EXPR info NAME info suppress VB warnings NNS root ROOT suppress dobj suppress warnings unchecked JJ public NN list NN get VB debug VB info NN root ROOT get xcomp get debug dobj debug info list NN info NN new JJ array NN list NN root ROOT list compound list array info NN add VB root ROOT add nsubj add info event NN listeners NNS for IN iterator NN it PRP elements NNS registry NN entry NN set NN root ROOT set compound set elements compound set registry compound set entry iterator NN it PRP has VBZ next JJ root ROOT has nsubj has it advmod has next map NN entry NN root ROOT entry compound entry map entry NN map NN entry NN root ROOT entry compound entry map it PRP next IN root ROOT it det it next string NN item NN entry NN get VB key JJ root ROOT get nsubj get entry xcomp get key to TO string VB root ROOT string mark string to list NN model NN element NN node NN root ROOT node compound node model compound node element new JJ debug NN node NN root ROOT node amod node new compound node debug get VB debug VB description NN root ROOT get xcomp get debug dobj debug description item NN info NN add VB root ROOT add nsubj add info model NN element NN node NN root ROOT node compound node model compound node element map NN property NN map NN root ROOT map compound map property map NN entry NN get VB value NN root ROOT get nsubj get entry dobj get value for IN iterator NN property NN iterator NN root ROOT iterator compound iterator property property NN map NN entry NN set NN root ROOT set compound set property compound set map compound set entry iterator NN property NN iterator NN has VBZ next JJ root ROOT has compound iterator property nsubj has iterator advmod has next map NN entry NN root ROOT entry compound entry map property NN entry NN root ROOT entry compound entry property map NN entry NN root ROOT entry compound entry map property NN iterator NN next IN root ROOT iterator compound iterator property dep iterator next list NN property NN node NN root ROOT node compound node property new JJ debug NN node NN root ROOT node amod node new compound node debug property NN entry NN get VB key JJ root ROOT get compound entry property nsubj get entry xcomp get key to TO string VB root ROOT string mark string to model NN element NN node NN add VBP root ROOT add compound node model compound node element nsubj add node property NN node NN root ROOT node compound node property list NN listener NN list NN root ROOT list compound list listener list NN property NN entry NN get VBP value NN root ROOT get compound entry property nsubj get entry dobj get value for IN iterator NN list NN it PRP root ROOT list dobj list it listener NN list NN iterator NN root ROOT iterator compound iterator listener compound iterator list list NN it PRP has VBZ next JJ root ROOT list nsubj has it acl relcl list has advmod has next object NN listener NN list NN it PRP next IN root ROOT list dobj list it advmod list next list NN listener NN node NN root ROOT node compound node listener new JJ debug NN node NN root ROOT node amod node new compound node debug listener NN get VB class NN root ROOT get nsubj get listener dobj get class get VB name NN root ROOT get dobj get name property NN node NN add VBP root ROOT add compound node property nsubj add node listener NN node NN root ROOT node compound node listener return NN info NN,1,A1,ArgoUML0.34/argouml/src/argouml-core-model-mdr/src/org/argouml/model/mdr/ModelEventPumpMDRImpl.java,932
FUNCTION SPECIFIER public TYPE void NAME void NAME to source PARAMETER LIST string builder sb PARAMETER string builder sb TYPE string builder NAME string builder NAME sb BLOCK IF if is ref sb append ref else if is out sb append out CONDITION is ref EXPR is ref NAME is ref THEN sb append ref BLOCK EXPR sb append ref CALL sb append ref NAME sb append NAME sb NAME append ARGUMENT LIST ARGUMENT EXPR ref ELSEIF else if is out sb append out IF if is out sb append out CONDITION is out EXPR is out NAME is out THEN sb append out BLOCK EXPR sb append out CALL sb append out NAME sb append NAME sb NAME append ARGUMENT LIST ARGUMENT EXPR out EXPR expression to source sb CALL expression to source sb NAME expression to source NAME expression NAME to source ARGUMENT LIST ARGUMENT EXPR sb NAME sb public NN void NN to TO source NN root ROOT source case source to string NN builder NN root ROOT builder compound builder string sb NN if IN is VBZ ref NN root ROOT ref cop ref is sb NN append IN root ROOT sb dep sb append ref NN else RB if IN is VBZ out IN root ROOT out cop out is sb NN append IN root ROOT sb dep sb append out IN expression NN to TO source NN root ROOT expression case source to nmod to expression source sb NN,1,B5,ArgoUML0.34/argouml-csharp/src/org/argouml/language/csharp/importer/csparser/nodes/expressions/ArgumentNode.java,19
COMMENT check that we can get the inet address for localhost this can fail on unix if etc hosts is not correctly set up FUNCTION SPECIFIER private SPECIFIER static TYPE void NAME void NAME check hosts file PARAMETER LIST BLOCK TRY try inet address get local host catch unknown host exception e system err println error unable to get localhost information e print stack trace system err system err println on unix systems this usually indicates that your etc hosts file is incorrectly setup system err println stopping execution of argo uml system exit BLOCK EXPR inet address get local host CALL inet address get local host NAME inet address get local host NAME inet address NAME get local host ARGUMENT LIST CATCH catch unknown host exception e system err println error unable to get localhost information e print stack trace system err system err println on unix systems this usually indicates that your etc hosts file is incorrectly setup system err println stopping execution of argo uml system exit PARAMETER LIST unknown host exception e PARAMETER unknown host exception e TYPE unknown host exception NAME unknown host exception NAME e BLOCK EXPR system err println error unable to get localhost information CALL system err println error unable to get localhost information NAME system err println NAME system NAME err NAME println ARGUMENT LIST ARGUMENT EXPR error unable to get localhost information EXPR e print stack trace system err CALL e print stack trace system err NAME e print stack trace NAME e NAME print stack trace ARGUMENT LIST ARGUMENT EXPR system err NAME system err NAME system NAME err EXPR system err println on unix systems this usually indicates that your etc hosts file is incorrectly setup CALL system err println on unix systems this usually indicates that your etc hosts file is incorrectly setup NAME system err println NAME system NAME err NAME println ARGUMENT LIST ARGUMENT EXPR on unix systems this usually indicates that your etc hosts file is incorrectly setup EXPR system err println stopping execution of argo uml CALL system err println stopping execution of argo uml NAME system err println NAME system NAME err NAME println ARGUMENT LIST ARGUMENT EXPR stopping execution of argo uml EXPR system exit CALL system exit NAME system exit NAME system NAME exit ARGUMENT LIST ARGUMENT EXPR check that we can get the inet address for localhost root ROOT check mark get that nsubj get we aux get can ccomp check get det address the compound address inet dobj get address case localhost for nmod for address localhost this can fail on unix if etc hosts is not correctly set up root ROOT fail nsubj fail this aux fail can case unix on nmod on fail unix mark set if compound hosts etc nsubj set hosts aux set is neg set not advmod set correctly advcl if fail set compound prt set up private JJ static JJ void NN check NN hosts NNS file NN root ROOT file compound hosts check nsubj file hosts try VB inet NN address NN get VB local JJ host NN root ROOT get compound address inet nsubj get address amod host local dobj get host catch NN unknown JJ host NN exception NN root ROOT exception amod exception unknown compound exception host e SYM system NN err VBP println NN root ROOT err nsubj err system dobj err println error NN unable JJ to TO get VB localhost NN information NN e LS print NN stack VBP trace NN root ROOT stack dep stack e nsubj stack print dobj stack trace system NN err VBP root ROOT err nsubj err system system NN err VBP println NN root ROOT err nsubj err system dobj err println on IN unix NN systems NNS this DT usually RB indicates VBZ that IN your PRP$ etc FW hosts NNS root ROOT hosts compound hosts etc file NN is VBZ incorrectly RB setup NN system NN err VBP println NN root ROOT err nsubj err system dobj err println stopping VBG execution NN of IN argo NN uml NN root ROOT uml compound uml argo system NN exit NN root ROOT exit compound exit system check fail ANTONYM ANTONYM check get ANTONYM ANTONYM check set ANTONYM ANTONYM get can ANTONYM ANTONYM get fail ANTONYM ANTONYM get set ANTONYM ANTONYM set up ANTONYM ANTONYM set static SYNONYM SYNONYM,1,B2,ArgoUML0.34/argouml/src/argouml-app/src/org/argouml/application/Main.java,637
FUNCTION SPECIFIER public TYPE void NAME void NAME to source PARAMETER LIST string builder sb PARAMETER string builder sb TYPE string builder NAME string builder NAME sb BLOCK EXPR sb append null CALL sb append null NAME sb append NAME sb NAME append ARGUMENT LIST ARGUMENT EXPR null public NN void NN to TO source NN root ROOT source case source to string NN builder NN root ROOT builder compound builder string sb NN sb NN append IN root ROOT sb dep sb append null JJ,1,B5,ArgoUML0.34/argouml-csharp/src/org/argouml/language/csharp/importer/csparser/nodes/expressions/primitive/NullPrimitive.java,11
FUNCTION ANNOTATION override NAME override SPECIFIER protected TYPE icon NAME icon NAME icon INDEX NAME get icons PARAMETER LIST BLOCK IF if model get model management helper is read only get content get owner return new icon CONDITION model get model management helper is read only get content get owner EXPR model get model management helper is read only get content get owner CALL model get model management helper NAME model get model management helper NAME model NAME get model management helper ARGUMENT LIST CALL is read only get content get owner NAME is read only ARGUMENT LIST ARGUMENT EXPR get content get owner CALL get content NAME get content ARGUMENT LIST CALL get owner NAME get owner ARGUMENT LIST THEN return new icon BLOCK RETURN return new icon EXPR new icon NAME icon NAME icon INDEX EXPR RETURN return icons EXPR icons NAME icons override NN protected VBN icon NN get VB icons NNS root ROOT get dobj get icons if IN model NN get VB model JJ management NN helper NN root ROOT get nsubj get model amod helper model compound helper management dobj get helper is VBZ read VBN only RB root ROOT read auxpass read is advmod read only get VB content NN root ROOT get dobj get content get VB owner NN root ROOT get dobj get owner return NN new JJ icon NN return NN icons NNS,1,A1,ArgoUML0.34/argouml/src/argouml-app/src/org/argouml/uml/diagram/deployment/ui/SelectionNodeInstance.java,82
COMMENT generate three parts under public protected and private visibility adding the visibility keywords on top of each part param parts the parts to output return the composed parts FUNCTION SPECIFIER private TYPE string NAME string NAME generate all parts PARAMETER LIST string buffer parts PARAMETER string buffer parts TYPE string buffer NAME string buffer NAME string buffer INDEX NAME parts BLOCK DECL STMT TYPE string buffer NAME string buffer NAME sb INIT new string buffer EXPR new string buffer CALL string buffer NAME string buffer ARGUMENT LIST COMMENT generate all parts in order public protected private FOR for int i i all parts length i if parts i to string trim length if generator pass source pass if i sb append line separator sb append append part name i append sb append line separator sb append parts i CONTROL int i i all parts length i INIT int i TYPE int NAME int NAME i INIT EXPR CONDITION i all parts length EXPR i all parts length NAME i NAME all parts length NAME all parts NAME length INCR i EXPR i NAME i BLOCK IF if parts i to string trim length if generator pass source pass if i sb append line separator sb append append part name i append sb append line separator sb append parts i CONDITION parts i to string trim length EXPR parts i to string trim length NAME parts i NAME parts INDEX i EXPR i NAME i CALL to string NAME to string ARGUMENT LIST CALL trim NAME trim ARGUMENT LIST CALL length NAME length ARGUMENT LIST THEN if generator pass source pass if i sb append line separator sb append append part name i append sb append line separator sb append parts i BLOCK IF if generator pass source pass if i sb append line separator sb append append part name i append sb append line separator CONDITION generator pass source pass EXPR generator pass source pass NAME generator pass NAME source pass THEN if i sb append line separator sb append append part name i append sb append line separator BLOCK IF if i sb append line separator CONDITION i EXPR i NAME i THEN sb append line separator BLOCK EXPR sb append line separator CALL sb append line separator NAME sb append NAME sb NAME append ARGUMENT LIST ARGUMENT EXPR line separator NAME line separator EXPR sb append append part name i append CALL sb append NAME sb append NAME sb NAME append ARGUMENT LIST ARGUMENT EXPR CALL append part name i NAME append ARGUMENT LIST ARGUMENT EXPR part name i NAME part name i NAME part name INDEX i EXPR i NAME i CALL append NAME append ARGUMENT LIST ARGUMENT EXPR EXPR sb append line separator CALL sb append line separator NAME sb append NAME sb NAME append ARGUMENT LIST ARGUMENT EXPR line separator NAME line separator EXPR sb append parts i CALL sb append parts i NAME sb append NAME sb NAME append ARGUMENT LIST ARGUMENT EXPR parts i NAME parts i NAME parts INDEX i EXPR i NAME i RETURN return sb to string EXPR sb to string CALL sb to string NAME sb to string NAME sb NAME to string ARGUMENT LIST generate three parts under public protected and private visibility root ROOT generate nummod parts three dobj generate parts case visibility under amod visibility public amod visibility protected cc protected and conj and protected private amod visibility private nmod under generate visibility adding the visibility keywords on top of each part root ROOT adding det keywords the compound keywords visibility dobj adding keywords case part on mwe on top mwe on of det part each nmod on top of adding part param parts the parts to output root ROOT parts compound parts param det parts the dep parts parts case output to nmod to parts output return the composed parts root ROOT return det parts the amod parts composed dobj return parts private JJ string NN generate VB all DT parts NNS root ROOT generate det parts all dobj generate parts string NN buffer NN root ROOT buffer compound buffer string parts NNS string NN buffer NN root ROOT buffer compound buffer string sb NN new JJ string NN buffer NN root ROOT buffer compound buffer string generate all parts in order public protected private root ROOT generate det parts all dobj generate parts case private in compound private order amod private public amod private protected nmod in generate private for IN int NN i LS i LS all DT parts NNS root ROOT parts det parts all length NN i LS if IN parts NNS i LS to TO string VB root ROOT string mark string to trim JJ length NN if IN generator NN pass NN root ROOT pass compound pass generator source NN pass NN root ROOT pass compound pass source if IN i LS sb NN append IN root ROOT sb dep sb append line NN separator NN root ROOT separator compound separator line sb NN append IN root ROOT sb dep sb append append IN part NN name NN root ROOT name compound name part i LS append IN sb NN append IN root ROOT sb dep sb append line NN separator NN root ROOT separator compound separator line sb NN append IN root ROOT sb dep sb append parts NNS i LS return NN sb NN to TO string NN root ROOT sb case string to nmod to sb string adding part ANTONYM ANTONYM adding parts ANTONYM ANTONYM output return ANTONYM ANTONYM public private ANTONYM ANTONYM top return ANTONYM ANTONYM top under ANTONYM ANTONYM,0,N/A,ArgoUML0.34/argouml-cpp/src/org/argouml/language/cpp/generator/GeneratorCpp.java,1410
COMMENT use tag generation for generation of doccomment simple tags of tags which are not used for document or simple tags for all author achim spangler since DECL STMT SPECIFIER private SPECIFIER static TYPE final int SPECIFIER final NAME int NAME doc comment tags INIT EXPR use tag generation for generation of doccomment simple tags of root ROOT generation compound generation use compound generation tag case generation for nmod for generation generation case tags of compound tags doccomment amod tags simple nmod of generation tags acl tags of tags which are not used for document or simple tags for all root ROOT tags nsubjpass used tags ref tags which auxpass used are neg used not acl relcl tags used case document for nmod for used document cc document or amod tags simple nmod for used tags conj or document tags case all for nmod for used all author achim spangler root ROOT spangler compound spangler author compound spangler achim since private JJ static JJ final JJ int NN doc NN comment NN tags NNS root ROOT tags compound tags doc compound tags comment,1,E1,ArgoUML0.34/argouml-cpp/src/org/argouml/language/cpp/generator/GeneratorCpp.java,205
